filnavn,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,zcr_mean,zcr_std,rms_mean,rms_std,flux_mean,flux_std,contrast_mean,contrast_std,hnr,target,beta,snr_db,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std
BlueNoise_beta-0.90_snr10.34_025.wav,2946.1013181766934,1094.2473396933633,2162.0293038648942,249.38943270679528,5549.958425720621,1353.3921893419517,0.15359900891780853,0.1509793996810913,0.29707585328014185,0.1828440026192693,0.035005178302526474,0.029385238885879517,1.583111047744751,1.5433597564697266,20.419393873178013,12.339931592194489,0.9801254272460938,BlueNoise,-0.9,10.34,-254.4130859375,51.77103805541992,27.99318504333496,38.53295135498047,8.170626640319824,17.853511810302734,2.401568651199341,21.03997230529785,-8.025639533996582,15.092792510986328,-10.346555709838867,13.952553749084473,-11.588201522827148,11.654547691345215,-5.7186713218688965,9.816740036010742,-9.596582412719727,9.59057903289795,-2.1537787914276123,8.394013404846191,-6.593123912811279,8.359420776367188,-2.0678510665893555,8.2875337600708,1.4266188144683838,6.036546230316162
BlueNoise_beta-0.91_snr-0.91_014.wav,3611.628138962797,694.9109519147099,2327.7165300131733,185.84672994275172,6483.868453865337,373.37176594376893,0.17905353009700775,0.1184898093342781,0.34673221177788843,0.15418950544935514,0.042374301701784134,0.026633622124791145,1.2953308820724487,0.82834392786026,20.30204380704647,12.148314231030596,1.318029761314392,BlueNoise,-0.91,-0.91,-174.6900177001953,29.199148178100586,-4.604702472686768,27.017915725708008,9.800936698913574,13.645148277282715,0.8624837398529053,14.074753761291504,-7.251655101776123,11.470931053161621,-7.048534393310547,11.976409912109375,-8.14402961730957,9.244091033935547,-1.0723412036895752,8.005529403686523,-5.494980812072754,8.077494621276855,-0.8384716510772705,6.286174774169922,-3.9852960109710693,5.304251194000244,2.369239330291748,5.184611797332764,-2.646239757537842,4.727173805236816
BlueNoise_beta-0.91_snr-1.65_005.wav,3772.8333786909598,758.4492612952864,2277.9270871677277,233.52379166410435,6546.251039933444,348.6354925415544,0.17599354684352875,0.12341053783893585,0.3709366169381649,0.18974302445832897,0.04345572739839554,0.023453619331121445,1.2031434774398804,0.7786330580711365,20.41981400558816,12.678519643185789,1.520483136177063,BlueNoise,-0.91,-1.65,-177.23745727539062,29.29290771484375,-15.011877059936523,28.319324493408203,6.6613969802856445,13.862356185913086,3.175689935684204,12.873635292053223,-2.3832101821899414,9.048709869384766,-8.536648750305176,11.862154006958008,-13.764724731445312,10.370699882507324,-5.5239577293396,7.282555103302002,-10.867072105407715,7.232609748840332,-5.530374526977539,7.54427433013916,-7.140395164489746,5.750164031982422,-0.18222950398921967,5.400174617767334,-4.7324910163879395,5.428946495056152
BlueNoise_beta-0.92_snr-0.76_031.wav,3756.0475912237316,797.6047750685958,2245.7307855212616,205.13640000194502,6518.692803660566,408.3876547202077,0.19046036899089813,0.125717893242836,0.40283073262965424,0.15435414954898632,0.044449932873249054,0.025405090302228928,1.37896728515625,1.0881825685501099,19.718628512281857,12.454980060484266,0.3639797568321228,BlueNoise,-0.92,-0.76,-175.309814453125,32.567466735839844,-11.190605163574219,29.48470687866211,2.265864610671997,13.715352058410645,-7.636348724365234,15.418009757995605,-14.221835136413574,11.580459594726562,-17.95654296875,12.954876899719238,-22.813579559326172,13.39933967590332,-13.909412384033203,9.825677871704102,-13.444497108459473,8.24807071685791,-5.658473014831543,7.113614559173584,-9.474242210388184,5.337695121765137,-3.1824162006378174,5.867762088775635,-6.495391368865967,5.1745476722717285
BlueNoise_beta-0.92_snr16.10_017.wav,2464.5652023723933,1225.9532730449268,2000.4449951110798,333.00773909839046,4595.423094373866,1801.2081918339848,0.08456548303365707,0.09975165873765945,0.20648903070494187,0.14722693210086843,0.037335798144340515,0.02657586708664894,1.9445630311965942,1.9652310609817505,20.724440353188218,12.100761394003714,0.526902437210083,BlueNoise,-0.92,16.1,-257.32366943359375,87.7928695678711,49.05261993408203,56.54494857788086,9.923208236694336,30.098669052124023,7.283606052398682,23.61952781677246,5.7870588302612305,18.055206298828125,13.152087211608887,14.618695259094238,-0.7105363607406616,13.523761749267578,-3.847198486328125,12.621614456176758,-13.512739181518555,12.888585090637207,-2.3670873641967773,9.721364974975586,-4.778640270233154,8.161795616149902,6.6834306716918945,8.161686897277832,-3.1842355728149414,8.752511024475098
BlueNoise_beta-0.92_snr9.23_024.wav,2865.917455559536,1139.4603668369512,2192.7575577847883,267.2325006789132,5551.962209302325,1306.2298607050475,0.12684012949466705,0.13913026452064514,0.26203041888297873,0.19647916794186485,0.036574363708496094,0.028888696804642677,1.438382863998413,1.2413876056671143,20.7995656894315,12.266910770640397,1.8606805801391602,BlueNoise,-0.92,9.23,-238.5974884033203,56.085567474365234,29.035654067993164,44.26686477661133,13.969439506530762,23.902610778808594,8.645116806030273,17.278507232666016,3.0671801567077637,13.723050117492676,-2.922365188598633,10.702292442321777,-13.766655921936035,10.234810829162598,-8.276008605957031,10.457823753356934,-6.5929999351501465,9.074597358703613,-2.5196640491485596,10.451813697814941,-16.503154754638672,8.332118034362793,-9.209935188293457,7.25314474105835,-8.902986526489258,6.139540672302246
BlueNoise_beta-0.93_snr12.76_004.wav,2386.117952176867,1170.119928353562,2082.9793864578874,312.35077649526374,4717.459045584045,1668.6321135057497,0.07594659924507141,0.10851798206567764,0.20586963113584475,0.1606333372892714,0.0440116748213768,0.02202453278005123,1.818408727645874,1.7405368089675903,21.248444355978915,11.919572997529608,1.0268406867980957,BlueNoise,-0.93,12.76,-235.1044921875,55.17729187011719,58.32817840576172,43.9513053894043,21.19675636291504,23.67210578918457,5.2135329246521,22.807098388671875,-0.6139217615127563,15.676353454589844,-6.55013370513916,14.420855522155762,-16.304121017456055,14.618919372558594,-7.898707389831543,11.659427642822266,-9.760022163391113,11.214362144470215,-6.993961334228516,9.188425064086914,-14.294145584106445,9.476340293884277,-2.836810350418091,8.091176986694336,-0.6860765218734741,6.4765448570251465
BlueNoise_beta-0.93_snr19.50_023.wav,3026.26412232183,1566.3898800417628,1867.1420437091078,357.6225114340003,4909.410612535613,2260.2235134646844,0.170640230178833,0.1587449312210083,0.3422204980022831,0.23933486480628718,0.02916068769991398,0.028964055702090263,1.8657723665237427,2.466749906539917,19.743331992072218,12.868246785478162,0.7173707485198975,BlueNoise,-0.93,19.5,-337.8562316894531,115.91169738769531,26.703393936157227,78.36612701416016,0.41470351815223694,19.484676361083984,1.3755675554275513,22.484086990356445,-2.544865846633911,18.451839447021484,0.1722930520772934,11.811925888061523,-13.655964851379395,13.135625839233398,0.6064709424972534,11.017583847045898,-5.531607151031494,8.303046226501465,-0.932201623916626,7.159294128417969,-5.05504846572876,7.84290075302124,-1.5271068811416626,6.412264823913574,-4.9386749267578125,6.848285675048828
BlueNoise_beta-0.93_snr6.41_049.wav,3088.413947923739,1233.9986382239863,2196.9764405234187,236.56733633987798,5827.4230449251245,1183.3360079853223,0.15043647587299347,0.13982799649238586,0.32875483086768614,0.20353849781783173,0.0354078970849514,0.026697007939219475,1.3919538259506226,1.157551884651184,19.266952434936833,12.45717235504814,0.40481147170066833,BlueNoise,-0.93,6.41,-234.5414276123047,56.60141372680664,24.073345184326172,56.2386589050293,25.000381469726562,26.680585861206055,9.697393417358398,21.849430084228516,-2.8504586219787598,17.204050064086914,-10.692030906677246,11.9259614944458,-16.661224365234375,11.409263610839844,-8.59397029876709,9.74300765991211,-10.188740730285645,8.75499439239502,-5.04994535446167,8.770001411437988,-8.016505241394043,7.290050506591797,-2.6834912300109863,6.488785266876221,-5.972487449645996,5.719339847564697
BlueNoise_beta-0.93_snr8.01_013.wav,2947.5484222751697,1116.710997052568,2031.6152490890104,268.93084238877697,5321.195953436807,1300.4369620596756,0.13249945640563965,0.12566490471363068,0.3020625554078014,0.17798417235627598,0.040776483714580536,0.025376535952091217,1.868142008781433,1.686929702758789,19.79494843305593,12.327105255916166,0.20000454783439636,BlueNoise,-0.93,8.01,-199.37132263183594,66.53619384765625,27.925151824951172,52.787296295166016,3.7957170009613037,21.148513793945312,15.230820655822754,25.751710891723633,-3.3926899433135986,19.767915725708008,-3.5507965087890625,13.234009742736816,-10.271819114685059,14.082056999206543,-12.41225528717041,12.992398262023926,-11.899860382080078,11.329535484313965,-1.1831039190292358,9.498669624328613,-8.278985023498535,9.740193367004395,-3.1585352420806885,7.4594197273254395,-4.335660457611084,7.216700553894043
